,Textos_espanol,sdg
240,"Los planes de estudios deben incluir el multiculturalismo y la diversidad como temas de contenido en las clases de lengua, historia y educación cívica. Suecia debería aplicar y poner en práctica un plan de estudios que tenga en cuenta la diversidad de forma coherente en todas las escuelas. Para los alumnos inmigrantes, las escuelas inclusivas pueden aumentar sus oportunidades de aprender porque pueden interactuar con otros niños, lo que a su vez puede promover su participación familiar y comunitaria.",4
241,"Hi K-SJStJJA 97,0 .95,5 95,3 . En primer lugar, a pesar de ciertas variaciones entre países en la proporción de mujeres empleadas en el sector de los cuidados y en otros sectores, en todos los casos la proporción en el primero es al menos el doble que en el segundo. En segundo lugar, la abrumadora presencia de mujeres entre los trabajadores remunerados del sector de los cuidados ha cambiado poco en la última década en términos de la media regional y de los países individuales (véase el gráfico III.8). La proporción de mujeres es mayor entre los trabajadores domésticos (95,2% en 2000 y 90,6% en 2010) que entre los demás cuidadores, y es mayor en los servicios educativos y en los servicios comunitarios y domésticos que en los servicios de salud (94,4% y 95,2%, respectivamente, en 2000 frente a 85,9% en 2010).",5
242,"Con este objetivo, el elemento de notificación (HC.RI.3) equivale a HC.6 en el CSA 1.0, y se encuentra dentro del ámbito de la asistencia sanitaria. La propuesta es mantenerlos tal cual, para promover una práctica continuada de notificación, especialmente durante la transición al CSA 2011 (véase la Tabla 5.2 para una asignación de estas categorías). Esto incluye el tratamiento médico básico, como el tratamiento dental, si se presta como parte integrante de la función de salud pública. Sin embargo, excluye la remuneración en especie de los bienes y servicios de asistencia sanitaria que constituyen el consumo final real de los hogares y no el consumo intermedio de las empresas. Dado que los componentes de asistencia sanitaria de los cuidados de larga duración se incluyen en HC.3, los componentes sociales complementarios se incluyen como una categoría relacionada con la asistencia sanitaria que se subdivide a su vez en componentes en especie y en efectivo. Los componentes de asistencia sanitaria y social, HC.3 y HC.R.l, pueden sumarse para obtener un valor total de los cuidados de larga duración (CLD).",3
243,"La proporción de todas las mujeres en el mercado laboral (mayores de 15 años) creció del 33,9% en 1991 al 43,3% en 2014. De hecho, México tiene la segunda tasa más baja de participación femenina (en edad de trabajar) en la fuerza laboral de la OCDE, después de Turquía. Las mujeres mexicanas también participan en tasas más bajas que las mujeres en Colombia y Perú, otros dos países latinoamericanos de ingresos medios-altos (OCDE, 2016b). Existe una brecha de 35,3 puntos porcentuales entre las tasas de participación laboral de las mujeres y los hombres mexicanos.",5
244,"El cribado de la presión arterial también aumentó del 30% al 34% (de la población no diagnosticada) entre 2013 y 2014. En cambio, solo se logró un control adecuado de los niveles de colesterol en alrededor del 45% de las personas con dislipidemia. En la evaluación se consideraron las razones por las que no se alcanzó el objetivo del 55%, entre ellas la escasa adherencia a las directrices clínicas o los sistemas de información deficientes.",3
245,"Es el caso de los países nórdicos, que fueron de los primeros en introducir el cambio en los años setenta. Una de las reformas más recientes se llevó a cabo en Polonia, donde la orientación temprana se pospuso un año, hasta los 15 años. La reforma elevó sustancialmente el rendimiento de los alumnos, sobre todo el de aquellos que habrían sido asignados a itinerarios profesionales, sin menoscabar el rendimiento de los alumnos con mejores resultados (Wisniewski, 2007).",4
246,"Aún así, las personas LGBTI en contextos de conflicto son a menudo desatendidas y las violaciones contra ellas poco denunciadas. Deberían realizarse esfuerzos para buscar activamente información sobre la situación de las personas LGBTI, incluso a través de organizaciones que protejan sus derechos, garantizando al mismo tiempo la confidencialidad y la seguridad de las personas afectadas. El equipo podría tener que considerar diferentes enfoques para garantizar que las voces de las mujeres y los hombres estén representadas por igual. El equipo podría optar por trazar posibles retos y desarrollar estrategias adecuadas para recabar información, como se indica en los ejemplos siguientes.",5
247,"Hasta ahora, sólo Australia, Italia y el Reino Unido han invertido en este tipo de herramientas, mientras que Japón ha empezado a publicar una lista de recomendaciones de Choosing WiselyÂ®. No sólo contribuyen a prestar una atención más centrada en el paciente, sino que también pueden ayudar a garantizar que los beneficios de las directrices clínicas o las normas de atención no se pierdan en el punto de atención. La campaña se basa en cambiar los comportamientos y prácticas de los médicos y los conocimientos y actitudes del público.",3
248,"La lección de esta experiencia es que el derecho de familia y el derecho de propiedad deben estar en armonía para que haya una protección efectiva. Del mismo modo, la Política Nacional de Género 2010-2020 de Namibia prevé la eliminación de todos los componentes que discriminan a la mujer, para armonizar el derecho consuetudinario con la Constitución namibia. En India, la Política Nacional para el Empoderamiento de la Mujer de 2001 fomenta cambios en las leyes personales, como las relacionadas con el matrimonio, el divorcio y la manutención, para eliminar la discriminación contra la mujer.",5
249,"Las mujeres entrevistadas explican que la división del trabajo en función del género ha cambiado, ya que ahora tienen que hacerse cargo de varias actividades específicas de los hombres. Además, las esposas de las familias migrantes afirman tener un mayor poder de decisión, ya que la decisión de cuánto dinero invertir y qué cultivos cultivar está en sus manos. Del mismo modo, los datos de Nicaragua muestran que los padres asumen nuevos papeles de género cuando sus cónyuges emigran, haciéndose cargo de las tareas domésticas y de los hijos (Avellan, 2003).",5
250,"El cuarto enfoque añadía a las sesiones de formación y los mecanismos de seguimiento la formación de una comunidad profesional de aprendizaje: reuniones escolares, visitas a los centros y plataformas digitales que permitían a los profesores compartir planes de clase e intercambiar información sobre su práctica. El único enfoque que podría decirse que no fue muy eficaz fue el primero: limitar el desarrollo profesional a la formación inicial. Aunque esto podría funcionar con profesores expertos que están muy motivados y ya dominan la mayor parte del repertorio didáctico que requiere el fomento de la creatividad y el pensamiento crítico, este enfoque resultó menos eficaz para mantener el compromiso de los profesores con las ideas y los materiales del proyecto a lo largo del tiempo. En todos los equipos, más de 400 profesores de primaria y secundaria participaron en las clases de intervención, con lo que tuvieron acceso a nuevos materiales y oportunidades de formación.",4
251,"Esto incluye la creación, en colaboración con instituciones punteras de Estados Unidos, de tres grandes programas destinados al desarrollo de diagnósticos moleculares: el Biobanco Integrado de Luxemburgo, el Centro Luxemburgués de Biomedicina de Sistemas y un programa piloto para encontrar y validar biomarcadores para su uso en la gestión de la enfermedad y el seguimiento terapéutico en el cáncer de pulmón. En 2010, estos y otros programas de investigación se unieron para crear el Consorcio de Medicina Personalizada con el fin de coordinar y apoyar la investigación en los ámbitos del cáncer, la diabetes de tipo 2 y la enfermedad de Parkinson. Los encuestados también mencionaron que el desarrollo comercial en el ámbito del diagnóstico molecular también se promueve a través del Cluster de Biosalud de Luxemburgo.",3
